genre,length,title,release date,album name,artist name
"['art pop', 'dance pop', 'pop']",150666,Main Titles (You’ve Been Called Back to Top Gun),2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",215573,Danger Zone,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",181053,Darkstar,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",114760,Great Balls Of Fire - Live,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",346346,You’re Where You Belong / Give ‘Em Hell,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",148485,I Ain't Worried,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",306026,Dagger One Is Hit / Time To Let Go,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",274493,Tally Two / What’s The Plan / F-14,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",234493,"The Man, The Legend / Touchdown",2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",167306,Penny Returns - Interlude,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",225280,Hold My Hand,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",148933,Top Gun Anthem,2022-05-27,Top Gun: Maverick (Music From The Motion Picture),Lady Gaga
"['art pop', 'dance pop', 'pop']",235733,Aura,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",233720,Venus,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",232666,G.U.Y.,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",214640,Sexxx Dreams,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",228040,Jewels N' Drugs,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",199786,MANiCURE,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",247533,ARTPOP,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",268600,Swine,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",264960,Donatella,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",239853,Fashion!,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",277800,Mary Jane Holland,2013-11-11,ARTPOP,Lady Gaga
"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",223093,Dope,2013-01-01,Hotel California (Deluxe),Tyga
"['art pop', 'dance pop', 'pop']",248706,Gypsy,2013-11-11,ARTPOP,Lady Gaga
"['art pop', 'dance pop', 'pop']",212333,Applause,2013-11-11,ARTPOP,Lady Gaga
"['reggaeton', 'trap latino']",245939,Moscow Mule,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",230400,Después de la Playa,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",178567,Me Porto Bonito,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",243716,Tití Me Preguntó,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",176936,Un Ratito,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",230704,Yo No Soy Celoso,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",237894,Tarot,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",173119,Neverita,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",198367,La Corriente,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",213061,Efecto,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",227628,Party,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",210989,Aguacero,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",176000,Enséñame a Bailar,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",258298,Ojitos Lindos,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",208615,Dos Mil 16,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",201816,El Apagón,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",244444,Otro Atardecer,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",196412,Un Coco,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",339611,Andrea,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",180929,Me Fui de Vacaciones,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",148143,Un Verano Sin Ti,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",139041,Agosto,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",250533,Callaita,2022-05-06,Un Verano Sin Ti,Bad Bunny
"['reggaeton', 'trap latino']",281119,LOYAL (feat. Drake and Bad Bunny) - Remix,2020-02-07,LOYAL (feat. Drake and Bad Bunny) [Remix],Bad Bunny
"['latin hip hop', 'reggaeton', 'trap latino']",48520,LEGENDADDY,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",194515,CAMPEÓN,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",163680,REMIX,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",204126,PASATIEMPO,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",248768,RUMBATÓN,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",192477,X ÚLTIMA VEZ,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",210333,PARA SIEMPRE,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",189481,UNO QUITAO Y OTRO PUESTO,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",26422,TRUQUITO - Skit,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",161663,EL ABUSADOR DEL ABUSADOR,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",189226,ENCHULETIAO,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",204520,AGUA,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",191920,ZONA DEL PERREO,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",154493,HOT,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",191533,LA OLA,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",182413,BOMBÓN,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",156786,EL REY DE LO IMPERFECTO,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",195226,IMPARES,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",164446,BLOKE,2022-03-25,LEGENDADDY,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",336280,Intro / Segurosqui,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",236666,Musica Killa,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",219106,Gata Gangster,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",200253,Flow Gangsteril,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",169453,Mejor Que Tu Ex - Remix,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",118826,Donde Mi No Vengas,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",84573,Estan Locos,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",90600,Sigan Brincando,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",72013,Me Quedo,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",98066,Yamilette,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",103973,Ya Va Sonando,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",183640,El Gistro Mix (Interlude),2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",252520,"No Te Canses, El Funeral",2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",155000,Donde Estan las Giales,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",144053,"Soy Pelón, Muerte Yo Le Doy",2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",181373,"Baila Girl, Todo Hombre Llorando por Ti",2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",152840,Camuflash,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",200080,Que la Enamoren,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",190253,Corrupto Oficial,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",292586,Mix Rap 1: 30-30 / Mi Fanatico / Se Acelera el Flow,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",348173,Mix Rap 2: Sigo Algare / Enclende / Gargolas 2,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",223800,Segurosqui,2003-09-23,Los Homerun-es,Daddy Yankee
"['latin hip hop', 'reggaeton', 'trap latino']",59466,Outro (anuncio),2003-09-23,Los Homerun-es,Daddy Yankee
"['canadian pop', 'pop']",152796,2 Much,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",187238,Deserve You,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",174406,As I Am (feat. Khalid),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",156467,Off My Face,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",212093,Holy (feat. Chance The Rapper),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",158324,Unstable (feat. The Kid LAROI),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",104007,MLK Interlude,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",198425,Die For You (feat. Dominic Fike),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",170813,Hold On,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",179414,Somebody,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",153190,Ghost,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",198081,Peaches (feat. Daniel Caesar & Giveon),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",186695,Love You Different (feat. BEAM),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",159250,Loved By You (feat. Burna Boy),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",190779,Anyone,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",149189,Lonely (with benny blanco),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",215019,There She Go (feat. Lil Uzi Vert),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",193359,I Can't Be Myself (feat. Jaden),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",207020,Lifetime,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",241391,Wish You Would (feat. Quavo),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",161819,Know No Better (feat. DaBaby),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",159724,Name (feat. Tori Kelly),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",187452,Red Eye (feat. TroyBoi),2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",231667,Angels Speak,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",193354,Hailey,2021-10-08,Justice (The Complete Edition),Justin Bieber
"['canadian pop', 'pop']",192160,Only Thing I Ever Get For Christmas,2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",182946,Mistletoe,2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",215160,The Christmas Song (Chestnuts Roasting On An Open Fire),2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",216746,Santa Claus Is Coming To Town,2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",185560,Fa La La,2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",240333,All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey,2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",225333,Drummer Boy,2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",223613,Christmas Eve,2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",216386,All I Want Is You,2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",204400,Home This Christmas,2011-01-01,Under The Mistletoe,Justin Bieber
"['canadian pop', 'pop']",169426,Silent Night,2011-01-01,Under The Mistletoe,Justin Bieber
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",151999,Break My Heart Myself (feat. Travis Barker),2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",176566,Sabotage,2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",150336,Trust Fall,2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",135678,Better Mistakes,2021-05-07,Better Mistakes,Bebe Rexha
"['canadian contemporary r&b', 'canadian pop', 'pop']",188918,Sacrifice,2022-01-07,Dawn FM (Alternate World),The Weeknd
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",172747,My Dear Love (feat. Ty Dolla $ign & Trevor Daniel),2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",167179,Die For a Man (feat. Lil Uzi Vert),2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",175873,"Baby, I'm Jealous (feat. Doja Cat)",2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",179397,On The Go (feat. Pink Sweat$ & Lunay),2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",180245,Death Row,2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",148153,Empty,2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",174131,Amore (feat. Rick Ross),2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",188593,Mama,2021-05-07,Better Mistakes,Bebe Rexha
"['dance pop', 'pop', 'post-teen pop', 'uk pop']",146880,Chain My Heart,2021-06-11,Chain My Heart,Bebe Rexha
"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",231853,Tides,2020-07-17,Brightest Blue,Ellie Goulding
"['pop', 'uk pop']",207853,Shivers,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",185853,First Times,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",230746,Bad Habits,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",236906,Overpass Graffiti,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",185586,The Joker And The Queen,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",223866,Leave Your Life,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",210213,Collide,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",153626,2step,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",203493,Stop The Rain,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",190933,Love In Slow Motion,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",215506,Visiting Hours,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",259333,Sandman,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",211080,Be Right Now,2022-05-27,= (Tour Edition),Ed Sheeran
"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",206546,Afterglow,2018-09-14,7,David Guetta
"['pop', 'uk pop']",231546,One Life,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",248866,Penguins,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",214493,I Will Remember You,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",176813,Welcome To The World,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",185422,The Joker And The Queen (feat. Taylor Swift),2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",163449,2step (feat. Lil Baby),2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",250763,Bad Habits (feat. Bring Me The Horizon),2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",187111,Peru,2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",154453,2step (feat. Leto),2022-05-27,= (Tour Edition),Ed Sheeran
"['pop', 'uk pop']",180173,One,2019-11-22,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi
"['pop', 'uk pop']",244573,I'm a Mess,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",235382,Sing,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",219840,Don't,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",225533,Nina,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",258986,Photograph,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",300253,Bloodstream,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",241346,Tenerife Sea,2015-11-13,x (Wembley Edition),Ed Sheeran
"['colombian pop', 'reggaeton colombiano']",202866,Runaway,2022-07-29,Dharma +,Sebastian Yatra
"['pop', 'uk pop']",250426,The Man,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",281560,Thinking out Loud,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",314280,Afire Love,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",208400,Take It Back,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",190226,Shirtsleeves,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",228533,Even My Dad Does Sometimes,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",299146,I See Fire,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",184173,English Rose,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",240986,Touch and Go,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",235960,New York,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",404480,Make It Rain,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",195967,Parting Glass - Live at Wembley Stadium,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",302992,Small Bump - Live at Wembley Stadium,2015-11-13,x (Wembley Edition),Ed Sheeran
"['pop', 'uk pop']",242440,Lay It All on Me (feat. Ed Sheeran),2015-11-13,x (Wembley Edition),Ed Sheeran
"['art pop', 'electropop', 'pop']",244221,Getting Older,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",158463,I Didn't Change My Number,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",196730,Billie Bossa Nova,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",210005,my future,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",210232,Oxytocin,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",151536,GOLDWING,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",212496,Lost Cause,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",234761,Halley's Comet,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",227679,Not My Responsibility,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",214058,OverHeated,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",206622,Everybody Dies,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",245896,Your Power,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",195776,NDA,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",173539,Therefore I Am,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",298899,Happier Than Ever,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",194886,Male Fantasy,2021-07-30,Happier Than Ever,Billie Eilish
"['art pop', 'electropop', 'pop']",198684,COPYCAT - Sofi Tukker Remix,2018-01-12,COPYCAT (Sofi Tukker Remix),Billie Eilish
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",184080,Always Rising,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",219586,Diamonds + And Pearls,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",161146,In The Dark (with Jhené Aiko),2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",279960,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",204173,Nomad,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",201786,Fire In The Sky,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",254800,Lose Control,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",215666,Every Summertime,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",203800,Never Gonna Come Down,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",177626,Foolish,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",190080,Clocked Out!,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",198626,Act Up,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",263186,Baba Says,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",163373,Run It (feat. Rick Ross & Rich Brian),2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",167586,Swan Song,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",193373,War With Heaven,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",187453,Hot Soup,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",239013,Warriors,2021-09-03,Shang-Chi and The Legend of The Ten Rings: The Album,DJ Snake
"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",215625,Ring The Alarm,2021-07-23,Ring The Alarm,DJ Snake
"['panamanian pop', 'reggaeton', 'trap latino']",245412,Pata' Abajo,2021-04-15,42,Sech
"['panamanian pop', 'reggaeton', 'trap latino']",183546,Mi Ex,2021-04-15,42,Sech
"['panamanian pop', 'reggaeton', 'trap latino']",172284,¿Qué Somos?,2021-04-15,42,Sech
"['panamanian pop', 'reggaeton', 'trap latino']",227699,Te Acuerdas,2021-04-15,42,Sech
"['panamanian pop', 'reggaeton', 'trap latino']",191231,Feliz de Mentira,2021-04-15,42,Sech
"['panamanian pop', 'reggaeton', 'trap latino']",175903,PSL,2021-04-15,42,Sech
"['latin hip hop', 'reggaeton', 'trap latino']",184672,Playa,2021-08-27,Infinity,Nicky Jam
